entity_id,state,last_changed
sensor.xiaomi_va3_a62c_hcho_density,0.079,2024-08-09T02:23:40.998Z
sensor.xiaomi_va3_a62c_hcho_density,0.074,2024-08-09T02:25:10.962Z
sensor.xiaomi_va3_a62c_hcho_density,0.075,2024-08-09T02:27:41.038Z
sensor.xiaomi_va3_a62c_hcho_density,0.078,2024-08-09T02:28:10.920Z
sensor.xiaomi_va3_a62c_hcho_density,0.076,2024-08-09T02:29:11.039Z
sensor.xiaomi_va3_a62c_hcho_density,0.072,2024-08-09T02:29:41.041Z
sensor.xiaomi_va3_a62c_hcho_density,0.074,2024-08-09T02:30:10.922Z
sensor.xiaomi_va3_a62c_hcho_density,0.078,2024-08-09T02:30:41.022Z
sensor.xiaomi_va3_a62c_hcho_density,0.081,2024-08-09T02:31:10.943Z
sensor.xiaomi_va3_a62c_hcho_density,0.078,2024-08-09T02:31:41.253Z
sensor.xiaomi_va3_a62c_hcho_density,0.074,2024-08-09T02:32:11.304Z
sensor.xiaomi_va3_a62c_hcho_density,0.071,2024-08-09T02:32:41.054Z
sensor.xiaomi_va3_a62c_hcho_density,0.05,2024-08-09T02:33:11.057Z
sensor.xiaomi_va3_a62c_hcho_density,0.042,2024-08-09T02:33:40.954Z
sensor.xiaomi_va3_a62c_hcho_density,0.043,2024-08-09T02:34:40.941Z
sensor.xiaomi_va3_a62c_hcho_density,0.067,2024-08-09T02:35:10.962Z
sensor.xiaomi_va3_a62c_hcho_density,0.071,2024-08-09T02:35:41.262Z
sensor.xiaomi_va3_a62c_hcho_density,0.076,2024-08-09T02:36:10.947Z
sensor.xiaomi_va3_a62c_hcho_density,0.074,2024-08-09T02:36:41.062Z
sensor.xiaomi_va3_a62c_hcho_density,0.069,2024-08-09T02:38:41.082Z
sensor.xiaomi_va3_a62c_hcho_density,0.052,2024-08-09T02:40:11.113Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-09T02:40:41.035Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T02:45:41.048Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T02:46:11.082Z
sensor.xiaomi_va3_a62c_hcho_density,0.042,2024-08-09T02:47:11.331Z
sensor.xiaomi_va3_a62c_hcho_density,0.043,2024-08-09T02:48:11.191Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T02:49:11.078Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-09T02:50:41.206Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T02:55:41.343Z
sensor.xiaomi_va3_a62c_hcho_density,0.07,2024-08-09T02:59:41.001Z
sensor.xiaomi_va3_a62c_hcho_density,0.075,2024-08-09T03:00:41.016Z
sensor.xiaomi_va3_a62c_hcho_density,0.07,2024-08-09T03:02:41.264Z
sensor.xiaomi_va3_a62c_hcho_density,0.044,2024-08-09T03:03:11.268Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T03:04:41.536Z
sensor.xiaomi_va3_a62c_hcho_density,0.044,2024-08-09T03:05:41.118Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T03:10:41.236Z
sensor.xiaomi_va3_a62c_hcho_density,0.043,2024-08-09T03:11:10.974Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T03:16:11.065Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T03:20:41.278Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T03:27:41.116Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T03:29:41.156Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T03:34:41.025Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-09T03:39:41.225Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T03:44:41.244Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T03:49:41.194Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T03:54:41.125Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T03:59:41.244Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T04:04:41.200Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T04:09:41.096Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T04:14:41.274Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T04:18:11.298Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T04:23:41.106Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T04:28:41.114Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T04:33:41.397Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T04:38:41.192Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T04:43:41.377Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T04:44:41.288Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T04:46:41.336Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T04:50:41.277Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T04:51:41.197Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T04:56:41.416Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T05:01:41.237Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T05:05:11.275Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T05:07:11.326Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T05:11:11.186Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T05:12:41.355Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T05:17:41.366Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T05:22:41.384Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T05:24:41.394Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T05:26:11.184Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T05:31:11.226Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T05:31:41.576Z
sensor.xiaomi_va3_a62c_hcho_density,0.055,2024-08-09T05:32:11.296Z
sensor.xiaomi_va3_a62c_hcho_density,0.045,2024-08-09T05:32:41.374Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T05:33:11.486Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T05:34:11.309Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T05:38:11.564Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T05:40:11.444Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T05:45:11.244Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T05:50:11.260Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T05:55:11.333Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T05:55:41.442Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T05:56:11.392Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T05:56:41.503Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T05:58:41.341Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-09T05:59:41.344Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T06:04:41.488Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-09T06:06:41.374Z
sensor.xiaomi_va3_a62c_hcho_density,0.029,2024-08-09T06:11:41.433Z
sensor.xiaomi_va3_a62c_hcho_density,0.03,2024-08-09T06:16:41.522Z
sensor.xiaomi_va3_a62c_hcho_density,0.025,2024-08-09T06:19:41.542Z
sensor.xiaomi_va3_a62c_hcho_density,0.027,2024-08-09T06:24:11.441Z
sensor.xiaomi_va3_a62c_hcho_density,0.022,2024-08-09T06:26:41.430Z
sensor.xiaomi_va3_a62c_hcho_density,0.025,2024-08-09T06:31:41.410Z
sensor.xiaomi_va3_a62c_hcho_density,0.027,2024-08-09T06:36:41.486Z
sensor.xiaomi_va3_a62c_hcho_density,0.025,2024-08-09T06:46:41.608Z
sensor.xiaomi_va3_a62c_hcho_density,0.024,2024-08-09T06:51:41.523Z
sensor.xiaomi_va3_a62c_hcho_density,0.025,2024-08-09T06:56:41.469Z
sensor.xiaomi_va3_a62c_hcho_density,0.023,2024-08-09T07:01:41.616Z
sensor.xiaomi_va3_a62c_hcho_density,0.028,2024-08-09T07:03:11.583Z
sensor.xiaomi_va3_a62c_hcho_density,0.027,2024-08-09T07:08:11.471Z
sensor.xiaomi_va3_a62c_hcho_density,0.025,2024-08-09T07:13:11.637Z
sensor.xiaomi_va3_a62c_hcho_density,0.027,2024-08-09T07:18:11.506Z
sensor.xiaomi_va3_a62c_hcho_density,0.029,2024-08-09T07:23:11.646Z
sensor.xiaomi_va3_a62c_hcho_density,0.027,2024-08-09T07:28:11.545Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T07:33:11.656Z
sensor.xiaomi_va3_a62c_hcho_density,0.027,2024-08-09T07:34:12.255Z
sensor.xiaomi_va3_a62c_hcho_density,0.028,2024-08-09T07:49:11.455Z
sensor.xiaomi_va3_a62c_hcho_density,0.03,2024-08-09T07:54:11.567Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-09T07:59:11.705Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T08:09:11.678Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-09T08:14:14.516Z
sensor.xiaomi_va3_a62c_hcho_density,0.03,2024-08-09T08:24:11.728Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T08:26:11.619Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T08:31:41.745Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T08:33:11.674Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T08:38:11.592Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T08:43:11.742Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T08:48:11.839Z
sensor.xiaomi_va3_a62c_hcho_density,0.03,2024-08-09T08:51:11.590Z
sensor.xiaomi_va3_a62c_hcho_density,0.028,2024-08-09T08:56:11.798Z
sensor.xiaomi_va3_a62c_hcho_density,0.029,2024-08-09T09:01:12.117Z
sensor.xiaomi_va3_a62c_hcho_density,0.028,2024-08-09T09:06:11.791Z
sensor.xiaomi_va3_a62c_hcho_density,0.027,2024-08-09T09:11:11.697Z
sensor.xiaomi_va3_a62c_hcho_density,0.026,2024-08-09T09:16:11.874Z
sensor.xiaomi_va3_a62c_hcho_density,0.028,2024-08-09T09:26:11.654Z
sensor.xiaomi_va3_a62c_hcho_density,0.026,2024-08-09T09:31:11.789Z
sensor.xiaomi_va3_a62c_hcho_density,0.027,2024-08-09T09:36:11.776Z
sensor.xiaomi_va3_a62c_hcho_density,0.024,2024-08-09T09:41:11.768Z
sensor.xiaomi_va3_a62c_hcho_density,0.022,2024-08-09T09:46:11.865Z
sensor.xiaomi_va3_a62c_hcho_density,0.027,2024-08-09T09:49:41.814Z
sensor.xiaomi_va3_a62c_hcho_density,0.024,2024-08-09T09:54:11.880Z
sensor.xiaomi_va3_a62c_hcho_density,0.026,2024-08-09T09:59:41.854Z
sensor.xiaomi_va3_a62c_hcho_density,0.027,2024-08-09T10:04:11.934Z
sensor.xiaomi_va3_a62c_hcho_density,0.026,2024-08-09T10:14:42.097Z
sensor.xiaomi_va3_a62c_hcho_density,0.029,2024-08-09T10:19:12.155Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T10:23:42.097Z
sensor.xiaomi_va3_a62c_hcho_density,0.029,2024-08-09T10:27:41.908Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T10:32:41.868Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T10:37:41.937Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T10:40:41.939Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T10:43:11.959Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T10:46:12.008Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T10:47:42.335Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-09T10:48:12.065Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T10:48:42.356Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T10:49:12.076Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T10:50:12.026Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T10:50:42.326Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T10:51:12.126Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T11:01:12.134Z
sensor.xiaomi_va3_a62c_hcho_density,0.03,2024-08-09T11:06:11.984Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-09T11:16:11.984Z
sensor.xiaomi_va3_a62c_hcho_density,0.03,2024-08-09T11:21:11.903Z
sensor.xiaomi_va3_a62c_hcho_density,0.029,2024-08-09T11:26:11.894Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T11:36:12.143Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T11:45:12.025Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-09T11:45:41.915Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T11:46:12.014Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T11:46:42.123Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-09T11:48:42.144Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T11:54:42.137Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T11:55:12.184Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T12:00:12.415Z
sensor.xiaomi_va3_a62c_hcho_density,0.033,2024-08-09T12:05:12.336Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-09T12:10:12.225Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T12:13:42.246Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T12:23:42.298Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T12:28:42.415Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T12:33:42.334Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T12:43:42.369Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T12:48:42.256Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-09T12:53:42.395Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T12:58:42.505Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T13:03:42.426Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T13:08:42.535Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T13:13:42.464Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T13:18:42.374Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T13:23:42.516Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T13:33:42.514Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T13:38:42.434Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T13:43:42.546Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T13:53:42.572Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T14:03:42.768Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T14:08:42.462Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T14:13:42.572Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T14:23:42.603Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T14:28:42.523Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T14:33:42.631Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T14:48:42.582Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T15:03:42.719Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T15:18:42.669Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T15:23:42.559Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T15:28:42.801Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T15:33:42.693Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T15:38:42.611Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T15:43:42.722Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T15:58:42.671Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T16:08:42.700Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-09T16:18:42.725Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T16:28:42.977Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T16:33:42.892Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T16:38:42.778Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T16:48:42.836Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T16:53:42.896Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T17:03:42.913Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T17:08:42.804Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T17:13:42.944Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T17:18:42.834Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T17:38:42.905Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T17:53:43.048Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T17:58:42.966Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T18:03:42.858Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T18:08:42.997Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T18:13:43.047Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T18:23:42.947Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T18:28:43.058Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T18:33:43.198Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T18:38:43.089Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T18:43:43.018Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-09T18:58:43.165Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-09T19:08:42.979Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T19:23:43.152Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T19:48:43.109Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T19:58:43.353Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T20:03:43.046Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T20:08:43.155Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T20:23:43.102Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T20:28:43.432Z
sensor.xiaomi_va3_a62c_hcho_density,0.035,2024-08-09T20:33:43.365Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T20:43:43.394Z
sensor.xiaomi_va3_a62c_hcho_density,0.036,2024-08-09T20:48:43.506Z
sensor.xiaomi_va3_a62c_hcho_density,0.037,2024-08-09T21:03:43.676Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-09T21:13:43.482Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T21:18:43.592Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-09T21:23:43.511Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T21:28:43.612Z
sensor.xiaomi_va3_a62c_hcho_density,0.045,2024-08-09T21:30:43.454Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T21:32:13.642Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T21:39:13.671Z
sensor.xiaomi_va3_a62c_hcho_density,0.045,2024-08-09T21:39:43.723Z
sensor.xiaomi_va3_a62c_hcho_density,0.05,2024-08-09T21:40:13.492Z
sensor.xiaomi_va3_a62c_hcho_density,0.043,2024-08-09T21:40:43.590Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T21:43:13.562Z
sensor.xiaomi_va3_a62c_hcho_density,0.05,2024-08-09T21:45:13.492Z
sensor.xiaomi_va3_a62c_hcho_density,0.045,2024-08-09T21:45:43.589Z
sensor.xiaomi_va3_a62c_hcho_density,0.052,2024-08-09T21:46:13.891Z
sensor.xiaomi_va3_a62c_hcho_density,0.057,2024-08-09T21:46:43.722Z
sensor.xiaomi_va3_a62c_hcho_density,0.067,2024-08-09T21:47:13.433Z
sensor.xiaomi_va3_a62c_hcho_density,0.05,2024-08-09T21:47:43.680Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T21:48:13.601Z
sensor.xiaomi_va3_a62c_hcho_density,0.043,2024-08-09T21:52:13.599Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T21:53:13.631Z
sensor.xiaomi_va3_a62c_hcho_density,0.045,2024-08-09T21:55:43.602Z
sensor.xiaomi_va3_a62c_hcho_density,0.05,2024-08-09T21:59:43.531Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T22:00:13.712Z
sensor.xiaomi_va3_a62c_hcho_density,0.06,2024-08-09T22:03:43.443Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T22:04:13.580Z
sensor.xiaomi_va3_a62c_hcho_density,0.05,2024-08-09T22:06:43.581Z
sensor.xiaomi_va3_a62c_hcho_density,0.045,2024-08-09T22:07:13.631Z
sensor.xiaomi_va3_a62c_hcho_density,0.067,2024-08-09T22:07:43.612Z
sensor.xiaomi_va3_a62c_hcho_density,0.042,2024-08-09T22:10:13.676Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T22:10:43.684Z
sensor.xiaomi_va3_a62c_hcho_density,0.05,2024-08-09T22:11:43.680Z
sensor.xiaomi_va3_a62c_hcho_density,0.043,2024-08-09T22:12:13.571Z
sensor.xiaomi_va3_a62c_hcho_density,0.05,2024-08-09T22:15:43.650Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T22:16:13.547Z
sensor.xiaomi_va3_a62c_hcho_density,0.045,2024-08-09T22:16:43.520Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T22:21:43.620Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-09T22:26:43.744Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T22:31:43.888Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-09T22:36:43.761Z
sensor.xiaomi_va3_a62c_hcho_density,0.042,2024-08-09T22:41:43.680Z
sensor.xiaomi_va3_a62c_hcho_density,0.06,2024-08-09T22:44:13.682Z
sensor.xiaomi_va3_a62c_hcho_density,0.065,2024-08-09T22:44:43.599Z
sensor.xiaomi_va3_a62c_hcho_density,0.06,2024-08-09T22:45:13.740Z
sensor.xiaomi_va3_a62c_hcho_density,0.045,2024-08-09T22:45:43.691Z
sensor.xiaomi_va3_a62c_hcho_density,0.042,2024-08-09T22:50:43.831Z
sensor.xiaomi_va3_a62c_hcho_density,0.052,2024-08-09T22:51:13.733Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-09T22:51:43.881Z
sensor.xiaomi_va3_a62c_hcho_density,0.052,2024-08-09T22:54:43.872Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-09T22:55:13.792Z
sensor.xiaomi_va3_a62c_hcho_density,0.042,2024-08-09T23:00:13.903Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-09T23:05:13.805Z
sensor.xiaomi_va3_a62c_hcho_density,0.045,2024-08-09T23:08:43.754Z
sensor.xiaomi_va3_a62c_hcho_density,0.067,2024-08-09T23:12:13.904Z
sensor.xiaomi_va3_a62c_hcho_density,0.068,2024-08-09T23:17:13.862Z
sensor.xiaomi_va3_a62c_hcho_density,0.07,2024-08-09T23:22:13.885Z
sensor.xiaomi_va3_a62c_hcho_density,0.069,2024-08-09T23:32:13.693Z
sensor.xiaomi_va3_a62c_hcho_density,0.07,2024-08-09T23:37:13.780Z
sensor.xiaomi_va3_a62c_hcho_density,0.069,2024-08-09T23:42:13.721Z
sensor.xiaomi_va3_a62c_hcho_density,0.068,2024-08-09T23:52:13.881Z
sensor.xiaomi_va3_a62c_hcho_density,0.067,2024-08-10T00:02:13.915Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-10T00:03:13.754Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-10T00:08:13.896Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-10T00:13:13.816Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-10T00:14:44.027Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-10T00:15:14.116Z
sensor.xiaomi_va3_a62c_hcho_density,0.041,2024-08-10T00:15:44.048Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-10T00:16:13.757Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-10T00:17:14.148Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-10T00:18:14.129Z
sensor.xiaomi_va3_a62c_hcho_density,0.04,2024-08-10T00:18:44.047Z
sensor.xiaomi_va3_a62c_hcho_density,0.038,2024-08-10T00:19:43.948Z
sensor.xiaomi_va3_a62c_hcho_density,0.039,2024-08-10T00:24:44.029Z
sensor.xiaomi_va3_a62c_hcho_density,0.034,2024-08-10T00:27:44.096Z
sensor.xiaomi_va3_a62c_hcho_density,0.029,2024-08-10T00:29:44.018Z
sensor.xiaomi_va3_a62c_hcho_density,0.03,2024-08-10T00:31:13.993Z
sensor.xiaomi_va3_a62c_hcho_density,0.029,2024-08-10T00:31:44.022Z
sensor.xiaomi_va3_a62c_hcho_density,0.028,2024-08-10T00:32:13.914Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-10T00:32:44.036Z
sensor.xiaomi_va3_a62c_hcho_density,0.03,2024-08-10T00:33:13.904Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-10T00:33:44.003Z
sensor.xiaomi_va3_a62c_hcho_density,0.03,2024-08-10T00:34:43.782Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-10T00:35:13.884Z
sensor.xiaomi_va3_a62c_hcho_density,0.031,2024-08-10T00:35:43.993Z
sensor.xiaomi_va3_a62c_hcho_density,0.032,2024-08-10T00:36:13.923Z
